0	75631319	-32768	1
0	75631214	-32765	0
0	75631323	-32762	0
0	75296266	-32759	0
0	75631320	-32756	0
0	75296263	-32753	0
-1	75628956	-32768	0
-1	75454673	-32765	1
-1	75651007	-32762	1
-1	75628811	-32759	1
-1	75628801	-32756	1
-1	75639796	-32753	1
-1	75454671	-32750	1
-2	75462962	-32768	0
-2	75462970	-32765	0
-2	75463003	-32762	0
-2	75462961	-32759	0
-2	75632600	-32756	1
-2	75632596	-32753	1
-2	75632621	-32750	1
-2	75632597	-32747	1
-2	75632594	-32744	1
-2	75639996	-32741	1
-2	75632592	-32738	1
-2	75632541	-32735	0
-2	75640013	-32732	0
-2	75632902	-32729	1
-2	75632903	-32726	1
-2	75632847	-32723	0
-2	75632543	-32720	1
-2	75632540	-32717	1
-2	75632665	-32714	1
-2	75632666	-32711	1
-2	75632664	-32708	0
-2	75632599	-32705	0
-2	75632619	-32702	0
-2	75632651	-32699	0
-2	75462951	-32696	1
-3	75545830	-32768	0
-3	75632531	-32765	1
-3	75651056	-32762	1
-3	75640686	-32759	1
-3	75649968	-32756	1
-3	75649969	-32753	1
-3	75649966	-32750	1
-3	75638330	-32747	1
-3	75649962	-32744	1
-3	75651054	-32741	1
-3	75638326	-32738	1
-3	75650274	-32735	1
-3	75650275	-32732	1
-3	75638322	-32729	1
-3	75638328	-32726	1
-3	75638314	-32723	0
-3	75632141	-32720	0
-3	75651055	-32717	0
-3	75650040	-32714	0
-3	75650035	-32711	0
-3	75651255	-32708	0
-3	75631669	-32705	0
-3	75650390	-32702	0
-3	75639952	-32699	0
-3	75631681	-32696	0
-3	75631797	-32693	0
-3	75545734	-32690	1
-4	75548622	-32768	1
-4	75552815	-32765	1
-4	75636483	-32762	1
-4	75638183	-32759	0
-4	75639063	-32756	0
-4	75639064	-32753	0
-4	75639062	-32750	0
-4	75639060	-32747	0
-4	75639057	-32744	0
-4	75639058	-32741	0
-4	75639055	-32738	0
-4	75639056	-32735	0
-4	75639053	-32732	0
-4	75639054	-32729	0
-4	75639051	-32726	0
-4	75639052	-32723	0
-4	75639049	-32720	0
-4	75639050	-32717	0
-4	75637826	-32714	0
-4	75639029	-32711	0
-4	75639028	-32708	0
-4	75639030	-32705	0
-4	75637781	-32702	0
-4	75637779	-32699	0
-4	75637909	-32696	0
-4	75637790	-32693	0
-4	75637797	-32690	0
-4	75637776	-32687	0
-4	75637777	-32684	1
-4	75636945	-32681	1
-4	75638091	-32678	1
-4	75638092	-32675	1
-4	75636956	-32672	1
-4	75636946	-32669	1
-4	75639036	-32666	1
-4	75639035	-32663	1
-4	75636948	-32660	1
-4	75636949	-32657	1
-4	75636950	-32654	1
-4	75639026	-32651	1
-4	75639027	-32648	1
-4	75634817	-32645	0
-4	75650236	-32642	0
-4	75650235	-32639	0
-4	75638746	-32636	0
-4	75638081	-32633	0
-4	75638078	-32630	1
-4	75636942	-32627	0
-4	75638678	-32624	0
-4	75638674	-32621	0
-4	75636814	-32618	0
-4	75638680	-32615	0
-4	75639199	-32612	0
-4	75639032	-32609	0
-4	75639033	-32606	0
-4	75648023	-32603	0
-4	75648022	-32600	0
-4	75650212	-32597	0
-4	75650211	-32594	0
-4	75638088	-32591	0
-4	75640264	-32588	0
-4	75636897	-32585	0
-4	75637794	-32582	0
-4	75637672	-32579	0
-4	75637686	-32576	0
-4	75638732	-32573	0
-4	75637685	-32570	0
-4	75637684	-32567	0
-4	75640743	-32564	1
-4	75651043	-32561	1
-4	75637226	-32558	0
